
0.000,0.000,1942.734,5257.586,
1.023,9.800,1942.734,5257.586,
2.053,18.400,1942.734,5257.586,
3.083,8.700,1942.734,5257.586,
4.113,8.700,1942.734,5257.586,
5.144,18.400,1942.734,5257.586,
6.173,9.700,1942.734,5257.586,
7.206,17.400,1942.734,5257.586,
8.236,9.700,1942.734,5257.586,
9.265,8.700,1942.734,5257.586,
10.296,17.500,1942.734,5257.586,
11.326,11.700,1942.734,5257.586,
12.357,7.800,1942.734,5257.586,
13.388,20.400,1942.734,5257.586,
14.420,8.700,1942.734,5257.586,
15.450,17.500,1942.734,5257.586,
16.473,10.700,1942.734,5257.586,
17.504,9.700,1942.734,5257.586,
18.534,17.500,1942.734,5257.586,
19.565,7.800,1942.734,5257.586,
20.596,9.700,1942.734,5257.586,
21.628,19.400,1942.734,5257.586,
22.660,9.700,1942.734,5257.586,
23.690,14.600,1942.734,5257.586,
24.720,12.600,1942.734,5257.586,
25.751,9.700,1942.734,5257.586,
26.784,16.500,1942.734,5257.586,
27.816,9.700,1942.734,5257.586,
28.846,7.800,1942.734,5257.586,
29.876,18.400,1942.734,5257.586,
30.908,10.700,1942.734,5257.586,
31.940,14.500,1942.734,5257.586,
32.969,12.600,1942.734,5257.586,
34.000,8.700,1942.734,5257.586,
35.030,18.500,1942.734,5257.586,
36.060,8.700,1942.734,5257.586,
37.090,8.700,1942.734,5257.586,
38.122,18.400,1942.734,5257.586,
39.153,7.800,1942.734,5257.586,
40.184,15.500,1942.734,5257.586,
41.213,12.600,1942.734,5257.586,
42.242,9.700,1942.734,5257.586,
43.272,17.500,1942.734,5257.586,
44.303,9.700,1942.734,5257.586,
45.333,9.700,1942.734,5257.586,
46.361,16.500,1942.734,5257.586,
47.390,9.700,1942.734,5257.586,
48.418,12.600,1942.734,5257.586,
49.447,12.600,1942.734,5257.586,
50.477,8.700,1942.734,5257.586,
51.508,17.500,1942.734,5257.586,
52.537,10.700,1942.734,5257.586,
53.567,9.700,1942.734,5257.586,
54.594,16.500,1942.734,5257.586,
55.626,10.700,1942.734,5257.586,
56.656,10.700,1942.734,5257.586,
57.686,15.500,1942.734,5257.586,
58.716,9.700,1942.734,5257.586,
59.745,18.400,1942.734,5257.586,
