
0.000,0.000,1288.316,3592.555,
1.023,4.900,1288.316,3592.555,
2.055,5.800,1288.316,3592.555,
3.087,5.800,1288.316,3592.555,
4.116,4.900,1288.316,3592.555,
5.147,3.900,1288.316,3592.555,
6.178,1.000,1288.316,3592.555,
7.207,0.000,1288.316,3592.555,
8.239,1.900,1288.316,3592.555,
9.269,0.000,1288.316,3592.555,
10.302,0.000,1288.316,3592.555,
11.331,0.000,1288.316,3592.555,
12.362,0.000,1288.316,3592.555,
13.391,0.000,1288.316,3592.555,
14.420,1.000,1286.332,3552.535,
15.451,0.000,1284.367,3520.520,
16.479,0.000,1284.367,3520.520,
17.510,0.000,1284.367,3520.520,
18.541,0.000,1284.348,3488.504,
19.571,0.000,1284.348,3488.504,
20.601,0.000,1284.348,3488.504,
21.633,0.000,1284.348,3488.504,
22.663,0.000,1284.348,3488.504,
23.694,0.000,1284.348,3488.504,
24.726,0.000,1284.348,3488.504,
25.755,0.000,1284.348,3488.504,
26.788,0.000,1284.348,3488.504,
27.819,0.000,1284.348,3488.504,
28.850,1.000,1284.348,3488.504,
29.882,0.000,1284.348,3488.504,
30.912,0.000,1284.348,3488.504,
31.940,0.000,1284.348,3488.504,
32.971,0.000,1284.348,3488.504,
34.002,0.000,1284.348,3488.504,
35.032,0.000,1284.348,3488.504,
36.063,0.000,1284.348,3488.504,
37.094,0.000,1284.348,3488.504,
38.123,0.000,1284.348,3488.504,
39.155,0.000,1284.348,3488.504,
40.184,0.000,1284.348,3488.504,
41.215,0.000,1284.348,3488.504,
42.246,0.000,1284.348,3488.504,
43.278,0.000,1284.348,3488.504,
44.309,0.000,1284.348,3488.504,
45.338,0.000,1284.348,3488.504,
46.370,1.000,1284.348,3488.504,
47.399,0.000,1284.348,3488.504,
48.431,0.000,1284.348,3488.504,
49.462,0.000,1284.348,3488.504,
50.493,0.000,1284.348,3488.504,
51.523,0.000,1284.348,3488.504,
52.554,0.000,1284.348,3488.504,
53.586,0.000,1284.348,3488.504,
54.615,0.000,1284.348,3488.504,
55.647,1.000,1284.348,3488.504,
56.678,0.000,1284.348,3488.504,
57.709,0.000,1284.348,3488.504,
58.742,0.000,1284.348,3488.504,
59.774,1.000,1284.348,3488.504,
